,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
73,0.355,0.801,4,-4.313,1,0.0643,0.029,0.0,0.145,0.421,127.358,audio_features,3ruhF8pnMaQHtCqSE8rilf,spotify:track:3ruhF8pnMaQHtCqSE8rilf,https://api.spotify.com/v1/tracks/3ruhF8pnMaQHtCqSE8rilf,https://api.spotify.com/v1/audio-analysis/3ruhF8pnMaQHtCqSE8rilf,259200,4
74,0.731,0.931,0,-5.799,1,0.06,0.121,0.0,0.364,0.917,118.004,audio_features,2BMOV8UZtc6Ex04SEXW54j,spotify:track:2BMOV8UZtc6Ex04SEXW54j,https://api.spotify.com/v1/tracks/2BMOV8UZtc6Ex04SEXW54j,https://api.spotify.com/v1/audio-analysis/2BMOV8UZtc6Ex04SEXW54j,211800,4
75,0.708,0.772,7,-4.264,1,0.0322,0.0267,0.0,0.467,0.861,103.035,audio_features,4pbyDPjFgfPqFTcIMC8xpK,spotify:track:4pbyDPjFgfPqFTcIMC8xpK,https://api.spotify.com/v1/tracks/4pbyDPjFgfPqFTcIMC8xpK,https://api.spotify.com/v1/audio-analysis/4pbyDPjFgfPqFTcIMC8xpK,258560,4
76,0.928,0.806,7,-7.621,0,0.0346,0.103,0.205,0.0799,0.887,130.012,audio_features,0l3795cAVGOHNdHvooZ25S,spotify:track:0l3795cAVGOHNdHvooZ25S,https://api.spotify.com/v1/tracks/0l3795cAVGOHNdHvooZ25S,https://api.spotify.com/v1/audio-analysis/0l3795cAVGOHNdHvooZ25S,363507,4
77,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4
78,0.703,0.593,2,-9.093,1,0.0656,0.00991,0.819,0.0934,0.0394,138.03,audio_features,4KvhTqS5ItTiYoc274iCk7,spotify:track:4KvhTqS5ItTiYoc274iCk7,https://api.spotify.com/v1/tracks/4KvhTqS5ItTiYoc274iCk7,https://api.spotify.com/v1/audio-analysis/4KvhTqS5ItTiYoc274iCk7,483811,4
79,0.685,0.951,4,-5.928,0,0.0945,0.0256,8.12e-05,0.174,0.74,132.008,audio_features,5agpGn3pr4pe3DEOBqPujn,spotify:track:5agpGn3pr4pe3DEOBqPujn,https://api.spotify.com/v1/tracks/5agpGn3pr4pe3DEOBqPujn,https://api.spotify.com/v1/audio-analysis/5agpGn3pr4pe3DEOBqPujn,224467,4
80,0.529,0.862,4,-5.528,1,0.0676,0.0756,0.0,0.114,0.535,186.026,audio_features,0aKWpnMZCR42M9lLhnzJEZ,spotify:track:0aKWpnMZCR42M9lLhnzJEZ,https://api.spotify.com/v1/tracks/0aKWpnMZCR42M9lLhnzJEZ,https://api.spotify.com/v1/audio-analysis/0aKWpnMZCR42M9lLhnzJEZ,242627,4
81,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,audio_features,3Fzlg5r1IjhLk2qRw667od,spotify:track:3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/tracks/3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/audio-analysis/3Fzlg5r1IjhLk2qRw667od,232693,4
82,0.584,0.971,7,-3.767,1,0.0797,0.00124,5.25e-05,0.0689,0.548,100.041,audio_features,3FLrbI0xaZkP3xyuE3qu26,spotify:track:3FLrbI0xaZkP3xyuE3qu26,https://api.spotify.com/v1/tracks/3FLrbI0xaZkP3xyuE3qu26,https://api.spotify.com/v1/audio-analysis/3FLrbI0xaZkP3xyuE3qu26,182373,4
83,0.732,0.81,9,-10.647,1,0.0407,0.0107,0.0,0.0927,0.609,128.001,audio_features,4q3PJE85zkind6pucyNq9g,spotify:track:4q3PJE85zkind6pucyNq9g,https://api.spotify.com/v1/tracks/4q3PJE85zkind6pucyNq9g,https://api.spotify.com/v1/audio-analysis/4q3PJE85zkind6pucyNq9g,221853,4
84,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,audio_features,2dwhMQsFeHr2S787WxqAqW,spotify:track:2dwhMQsFeHr2S787WxqAqW,https://api.spotify.com/v1/tracks/2dwhMQsFeHr2S787WxqAqW,https://api.spotify.com/v1/audio-analysis/2dwhMQsFeHr2S787WxqAqW,347107,4
85,0.621,0.898,6,-7.208,1,0.0751,0.00161,0.000148,0.0718,0.92,159.919,audio_features,4fNa22J8TQYygkfRY4QcmG,spotify:track:4fNa22J8TQYygkfRY4QcmG,https://api.spotify.com/v1/tracks/4fNa22J8TQYygkfRY4QcmG,https://api.spotify.com/v1/audio-analysis/4fNa22J8TQYygkfRY4QcmG,223893,4
86,0.662,0.656,7,-11.477,1,0.0923,0.0298,0.121,0.0897,0.504,87.68,audio_features,7dcTytqSFRSJYfhgXHZmaq,spotify:track:7dcTytqSFRSJYfhgXHZmaq,https://api.spotify.com/v1/tracks/7dcTytqSFRSJYfhgXHZmaq,https://api.spotify.com/v1/audio-analysis/7dcTytqSFRSJYfhgXHZmaq,330000,4
87,0.538,0.417,4,-9.359,0,0.0293,0.622,0.000103,0.334,0.165,137.931,audio_features,6Mx6AykxBuvfGCol9u5EiF,spotify:track:6Mx6AykxBuvfGCol9u5EiF,https://api.spotify.com/v1/tracks/6Mx6AykxBuvfGCol9u5EiF,https://api.spotify.com/v1/audio-analysis/6Mx6AykxBuvfGCol9u5EiF,267040,4
88,0.747,0.989,1,-5.026,1,0.0477,0.0811,1.17e-06,0.507,0.972,136.004,audio_features,0ymYVOabdi381DQfcsDp7s,spotify:track:0ymYVOabdi381DQfcsDp7s,https://api.spotify.com/v1/tracks/0ymYVOabdi381DQfcsDp7s,https://api.spotify.com/v1/audio-analysis/0ymYVOabdi381DQfcsDp7s,254333,4
89,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,audio_features,5Mmk2ii6laakqfeCT7OnVD,spotify:track:5Mmk2ii6laakqfeCT7OnVD,https://api.spotify.com/v1/tracks/5Mmk2ii6laakqfeCT7OnVD,https://api.spotify.com/v1/audio-analysis/5Mmk2ii6laakqfeCT7OnVD,253733,4
90,0.599,0.953,7,-3.289,0,0.0407,0.00239,1.21e-06,0.394,0.372,120.0,audio_features,4tfjUw1WT5IeVHSULoX610,spotify:track:4tfjUw1WT5IeVHSULoX610,https://api.spotify.com/v1/tracks/4tfjUw1WT5IeVHSULoX610,https://api.spotify.com/v1/audio-analysis/4tfjUw1WT5IeVHSULoX610,214067,4
91,0.829,0.676,2,-4.613,1,0.0396,0.239,0.0,0.257,0.666,104.978,audio_features,6j6xvGiCvtM9WSORGRZ6ED,spotify:track:6j6xvGiCvtM9WSORGRZ6ED,https://api.spotify.com/v1/tracks/6j6xvGiCvtM9WSORGRZ6ED,https://api.spotify.com/v1/audio-analysis/6j6xvGiCvtM9WSORGRZ6ED,223200,4
92,0.763,0.887,4,-3.512,0,0.227,0.145,0.0,0.672,0.69,100.168,audio_features,44qX2f92eXygUZXrTXptOG,spotify:track:44qX2f92eXygUZXrTXptOG,https://api.spotify.com/v1/tracks/44qX2f92eXygUZXrTXptOG,https://api.spotify.com/v1/audio-analysis/44qX2f92eXygUZXrTXptOG,282854,4
93,0.643,0.757,9,-8.031,0,0.0347,0.0435,1.35e-06,0.0883,0.471,126.975,audio_features,1raT3L0NJtc10t7xNgHJZ1,spotify:track:1raT3L0NJtc10t7xNgHJZ1,https://api.spotify.com/v1/tracks/1raT3L0NJtc10t7xNgHJZ1,https://api.spotify.com/v1/audio-analysis/1raT3L0NJtc10t7xNgHJZ1,223040,4
94,0.679,0.989,1,-3.896,1,0.0517,0.0195,0.0,0.0588,0.801,128.03,audio_features,7vJgjjXD9spt5fgaSPox9z,spotify:track:7vJgjjXD9spt5fgaSPox9z,https://api.spotify.com/v1/tracks/7vJgjjXD9spt5fgaSPox9z,https://api.spotify.com/v1/audio-analysis/7vJgjjXD9spt5fgaSPox9z,219440,4
95,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,audio_features,63nkNgHkmfgjElTEnCzKYU,spotify:track:63nkNgHkmfgjElTEnCzKYU,https://api.spotify.com/v1/tracks/63nkNgHkmfgjElTEnCzKYU,https://api.spotify.com/v1/audio-analysis/63nkNgHkmfgjElTEnCzKYU,219093,4
96,0.42,0.463,6,-9.056,1,0.12,0.068,0.0,0.119,0.659,78.83,audio_features,7sOqd1dVmfU5mgqrUtlqc5,spotify:track:7sOqd1dVmfU5mgqrUtlqc5,https://api.spotify.com/v1/tracks/7sOqd1dVmfU5mgqrUtlqc5,https://api.spotify.com/v1/audio-analysis/7sOqd1dVmfU5mgqrUtlqc5,334000,4
97,0.645,0.648,9,-7.902,1,0.0412,0.00859,6.04e-05,0.0986,0.583,147.946,audio_features,5UAcWR8cgUr53vROzDHs0m,spotify:track:5UAcWR8cgUr53vROzDHs0m,https://api.spotify.com/v1/tracks/5UAcWR8cgUr53vROzDHs0m,https://api.spotify.com/v1/audio-analysis/5UAcWR8cgUr53vROzDHs0m,246467,4
